met_name,met_base,taxon,pathway,stage,mean_flux,std_flux,n_samples,taxon_full
Glycerol,glyc,dentium,Other,Early_CRC,0.46226203965873436,0.010396362662306232,2,Bifidobacterium dentium
Propionate,ppa,regensburgei,SCFA,Early_CRC,0.4558968601833726,,1,Yokenella regensburgei
Ornithine,orn,bartlettii,Polyamine,Early_CRC,0.4494096464845558,,1,Intestinibacter bartlettii
Glycerol,glyc,buccae,Other,Early_CRC,0.4409051869505278,0.34303805708435653,3,Prevotella buccae
Glycerol,glyc,stercorea,Other,Early_CRC,0.4316339123093708,0.3338618555550472,23,Prevotella stercorea
Glycerol,glyc,laneus,Other,Early_CRC,0.4276660438764088,,1,Odoribacter laneus
Trimethylamine,tma,medium,Other,Early_CRC,0.426802625380658,0.4101042068982363,22,Treponema medium
Formate,for,bivia,Other,Early_CRC,0.4261072382387026,0.3599077799071857,3,Prevotella bivia
Guanosine,gsn,thermophilus,Other,Early_CRC,0.4247780389797255,,1,thermophilus
gcald,gcald,aeruginosa,Other,Early_CRC,0.4217137139229976,,1,Pseudomonas aeruginosa
Succinate,succ,gasseri,Other,Early_CRC,0.41494407582245507,,1,Lactobacillus gasseri
gcald,gcald,ascorbata,Other,Early_CRC,0.41434190097619833,,1,Kluyvera ascorbata
gcald,gcald,clarus,Other,Early_CRC,0.4116119457886918,0.03418942658446776,2,Bacteroides clarus
gcald,gcald,fergusonii,Other,Early_CRC,0.3967855127831846,0.19212978435885575,9,Escherichia fergusonii
Succinate,succ,asburiae,Other,Early_CRC,0.38678031119559364,,1,Enterobacter asburiae
gcald,gcald,salyersiae,Other,Early_CRC,0.37841752336531487,0.1232701512776907,4,Bacteroides salyersiae
Butyrate,but,medium,SCFA,Early_CRC,0.3747719850037672,0.336868979624329,6,Treponema medium
gcald,gcald,disiens,Other,Early_CRC,0.3732491407740993,,1,Prevotella disiens
L-Arabinose,arab_L,thetaiotaomicron,Other,Early_CRC,0.3718700039915567,0.5721308556756569,41,Bacteroides thetaiotaomicron
L-Arabinose,arab_L,longum,Other,Early_CRC,0.3679083304923987,0.33359006305433264,10,longum
Glucose,glc_D,longum,Other,Early_CRC,0.3659296130948119,0.5761652845882325,9,longum
Sulfate,so4,medium,Other,Early_CRC,0.35919411130230927,0.012278501707370734,2,Treponema medium
Xylose,xyl_D,longum,Other,Early_CRC,0.35874101873058994,0.2769386070961458,6,longum
gcald,gcald,virosa,Other,Early_CRC,0.3528136434235344,0.11028306480087385,26,Butyricimonas virosa
gcald,gcald,regensburgei,Other,Early_CRC,0.34192264513753917,,1,Yokenella regensburgei
Fucose,fuc_L,cellulosilyticus,Other,Early_CRC,0.3233210084232812,0.5522001415356141,3,Bacteroides cellulosilyticus
Pyridoxine,pydxn,medium,Other,Early_CRC,0.3227227439925753,0.4590825689073599,14,Treponema medium
gcald,gcald,subtilis,Other,Early_CRC,0.31604651083810853,,1,Bacillus subtilis
Glutathione (reduced),gthrd,medium,Other,Early_CRC,0.3143771602319116,0.44004659608774044,5,Treponema medium
gcald,gcald,hadrus,Other,Early_CRC,0.31141335808673654,0.21619985808244555,10,Anaerostipes hadrus
gcald,gcald,albertii,Other,Early_CRC,0.30966624831654244,0.18139143489808524,8,Escherichia albertii
Galactose,gal,uniformis,Other,Early_CRC,0.3090498302358188,0.48034763022157595,42,Bacteroides uniformis
so3,so3,medium,Other,Early_CRC,0.30206290955458687,,1,Treponema medium
gcald,gcald,pallens,Other,Early_CRC,0.29835648839524403,0.04907785469575811,2,pallens
gcald,gcald,xylaniphila,Other,Early_CRC,0.2964240047707042,0.15197051786749027,31,Paraprevotella xylaniphila
gcald,gcald,clara,Other,Early_CRC,0.29544588497989127,0.14435571309719772,45,Paraprevotella clara
Glycerol,glyc,albensis,Other,Early_CRC,0.2919882580888918,0.3585471792820784,2,Prevotella albensis
gcald,gcald,nordii,Other,Early_CRC,0.2872237485500224,0.15496958049854195,4,Bacteroides nordii
rbflvrd,rbflvrd,medium,Other,Early_CRC,0.2822846847152506,0.26397339346534043,5,Treponema medium
Urea,urea,stercorihominis,Other,Early_CRC,0.2802647931909607,,1,Anaerofustis stercorihominis
ch4s,ch4s,medium,Other,Early_CRC,0.2795303354608717,0.4452334402469969,5,Treponema medium
Glycerol,glyc,stomatis,Other,Early_CRC,0.2792327109178086,,1,stomatis
Formate,for,hadrus,Other,Early_CRC,0.2779408473862622,0.1999514316591728,9,Anaerostipes hadrus
Glycerol,glyc,bifidum,Other,Early_CRC,0.2731120973026168,0.17241189899092313,2,Bifidobacterium bifidum
gcald,gcald,bivia,Other,Early_CRC,0.26940979935657844,0.1524657256268504,7,Prevotella bivia
2ddglcn,2ddglcn,subtilis,Other,Early_CRC,0.2602840562343664,,1,Bacillus subtilis
Formate,for,garvieae,Other,Early_CRC,0.2597488902981051,,1,Lactococcus garvieae
gcald,gcald,garvieae,Other,Early_CRC,0.2597488902981051,,1,Lactococcus garvieae
Glycerol,glyc,bivia,Other,Early_CRC,0.2517736504479646,0.0660844121720146,2,Prevotella bivia
Galactose,gal,thetaiotaomicron,Other,Early_CRC,0.25097108644763616,0.9569029579251555,31,Bacteroides thetaiotaomicron
Succinate,succ,pilosicoli,Other,Early_CRC,0.2494734103826946,,1,Brachyspira pilosicoli
gcald,gcald,faecis,Other,Early_CRC,0.24929281154101463,0.15137476746442954,45,faecis
Inosine,ins,merdae,Other,Early_CRC,0.24132369158612857,,1,merdae
Formate,for,elsdenii,Other,Early_CRC,0.2392967580567209,0.25768165534751103,3,Megasphaera elsdenii
Succinate,succ,longum,Other,Early_CRC,0.23859543298897412,,1,longum
Formate,for,rohdei,Other,Early_CRC,0.22897835959012147,,1,Yersinia rohdei
Glycerol,glyc,mutans,Other,Early_CRC,0.22573139386956426,,1,Streptococcus mutans
selni,selni,medium,Other,Early_CRC,0.224844176155464,0.1793202006196167,2,Treponema medium
Mannose,man,uniformis,Other,Early_CRC,0.21736831313899457,0.44426893353529967,31,Bacteroides uniformis
Succinate,succ,saccharogumia,Other,Early_CRC,0.21715678765558513,,1,Erysipelatoclostridium saccharogumia
lmn2,lmn2,merdae,Other,Early_CRC,0.216350121626121,0.11107974253008342,2,merdae
Maltose,malt,ovatus,Other,Early_CRC,0.21587620982023736,0.28510680975128894,10,Bacteroides ovatus
Galactose,gal,adolescentis,Other,Early_CRC,0.2149717971879994,0.33987305246784055,3,Bifidobacterium adolescentis
kestopt,kestopt,uniformis,Other,Early_CRC,0.21360350643138304,0.29744511827251313,2,Bacteroides uniformis
Adenine,ade,limosum,Other,Early_CRC,0.20374772676296254,,1,Eubacterium limosum
meoh,meoh,thetaiotaomicron,Other,Early_CRC,0.20122958987013437,0.2682723280768184,15,Bacteroides thetaiotaomicron
gcald,gcald,corporis,Other,Early_CRC,0.19695822342345273,,1,Prevotella corporis
Formate,for,paraputrificum,Other,Early_CRC,0.19606106574588317,0.09711547512024266,2,Clostridium paraputrificum
gcald,gcald,paraputrificum,Other,Early_CRC,0.19606106574588317,0.09711547512024266,2,Clostridium paraputrificum
Succinate,succ,clara,Other,Early_CRC,0.18461146251151572,0.516925823542138,16,Paraprevotella clara
Glycerol,glyc,durum,Other,Early_CRC,0.18404381916021673,,1,Corynebacterium durum
4-Hydroxybenzoate,4hbz,medium,Other,Early_CRC,0.18370236161496944,0.04686899580058338,2,Treponema medium
Glycerol,glyc,striatum,Other,Early_CRC,0.1813408709796049,,1,Corynebacterium striatum
gcald,gcald,oleiciplenus,Other,Early_CRC,0.1789089005410008,0.08264976233246844,29,Bacteroides oleiciplenus
gcald,gcald,fragilis,Other,Early_CRC,0.175268903402163,0.07743039896325325,20,fragilis
gcald,gcald,forsythia,Other,Early_CRC,0.17264807685927508,,1,Tannerella forsythia
Threonine,thr_L,putredinis,Amino Acid,Early_CRC,0.16761232228415487,0.15805739772961908,2,Alistipes putredinis
L-Arabinose,arab_L,merdae,Other,Early_CRC,0.1660169401657754,0.17825882594732204,2,merdae
Glycerol,glyc,funiformis,Other,Early_CRC,0.16503749489221234,0.011359948925420338,2,Megamonas funiformis
Formate,for,merdae,Other,Early_CRC,0.16416198465614104,0.08533970628137656,9,merdae
3mop,3mop,medium,Other,Early_CRC,0.1641598718393705,0.2471701966504118,5,Treponema medium
Riboflavin,ribflv,medium,Other,Early_CRC,0.1622426064817628,0.12993571440590404,5,Treponema medium
Melibiose,melib,ramosum,Other,Early_CRC,0.1583709378384427,0.01721424365467044,2,ramosum
Glycerol,glyc,morbillorum,Other,Early_CRC,0.15281314408485552,,1,Gemella morbillorum
Glycerol,glyc,plautii,Other,Early_CRC,0.15261221799661334,0.11344143876010637,15,Flavonifractor plautii
Glycerol,glyc,splanchnicus,Other,Early_CRC,0.14734135264842532,0.12359025819615765,13,Odoribacter splanchnicus
gcald,gcald,elsdenii,Other,Early_CRC,0.1447885068570266,0.07260740091811474,5,Megasphaera elsdenii
gcald,gcald,thetaiotaomicron,Other,Early_CRC,0.13798010555686324,0.08685845343808067,49,Bacteroides thetaiotaomicron
Glycerol,glyc,paraputrificum,Other,Early_CRC,0.13777738944465823,,1,Clostridium paraputrificum
Glycerol,glyc,intestinihominis,Other,Early_CRC,0.13558839803562575,0.11217625006639996,7,intestinihominis
Formate,for,bryantii,Other,Early_CRC,0.1344546743113264,,1,Prevotella bryantii
Mannose,man,cellulosilyticus,Other,Early_CRC,0.13306086631757807,,1,Bacteroides cellulosilyticus
2obut,2obut,desulfuricans,Other,Early_CRC,0.13169220980931554,,1,Desulfovibrio desulfuricans
Rhamnose,rmn,ovatus,Other,Early_CRC,0.13082884113679447,0.1635355920756708,21,Bacteroides ovatus
Rhamnose,rmn,thetaiotaomicron,Other,Early_CRC,0.1308276307805813,0.17008398691777774,38,Bacteroides thetaiotaomicron
Glycerol,glyc,goldsteinii,Other,Early_CRC,0.1298050947424084,0.059726778601414024,5,Parabacteroides goldsteinii
gcald,gcald,splanchnicus,Other,Early_CRC,0.12862017920267604,0.14247389156788826,31,Odoribacter splanchnicus
gcald,gcald,funiformis,Other,Early_CRC,0.12810197332158163,0.1116809293883592,9,Megamonas funiformis
Succinate,succ,paraputrificum,Other,Early_CRC,0.1273900547302061,,1,Clostridium paraputrificum
Adenosine,adn,intestinihominis,Other,Early_CRC,0.1273069225691293,0.1129608882153252,5,intestinihominis
gcald,gcald,stercorea,Other,Early_CRC,0.125521638755255,0.09708895902763152,23,Prevotella stercorea
Thymidine,thymd,parasanguinis,Other,Early_CRC,0.12451427363269829,,1,Streptococcus parasanguinis
Formate,for,succinatiphilus,Other,Early_CRC,0.12257801646667212,0.03733769128027709,3,Dialister succinatiphilus
2obut,2obut,cylindroides,Other,Early_CRC,0.12058431631888575,,1,Faecalitalea cylindroides
malttr,malttr,ovatus,Other,Early_CRC,0.12056135904125702,0.10238871397013521,7,Bacteroides ovatus
lmn2,lmn2,distasonis,Other,Early_CRC,0.11737761400326008,0.024063674614827158,3,Parabacteroides distasonis
Serine,ser_L,dentium,Other,Early_CRC,0.11472738643698221,,1,Bifidobacterium dentium
Thymidine,thymd,onderdonkii,Other,Early_CRC,0.11443905628130226,,1,Alistipes onderdonkii
2obut,2obut,limosum,Other,Early_CRC,0.1131900556852267,,1,Eubacterium limosum
Succinate,succ,limosum,Other,Early_CRC,0.1131900556852267,,1,Eubacterium limosum
R-Acetoin,actn_R,medium,Other,Early_CRC,0.11129900979579903,,1,Treponema medium
Glycerol,glyc,constellatus,Other,Early_CRC,0.11008091512007265,,1,Streptococcus constellatus
malttr,malttr,thetaiotaomicron,Other,Early_CRC,0.10411397613083295,0.1888759979438604,10,Bacteroides thetaiotaomicron
Galacturonate,galur,cellulosilyticus,Other,Early_CRC,0.1024503680861173,0.13208255907211894,8,Bacteroides cellulosilyticus
Histidine,his_L,medium,Other,Early_CRC,0.10134672937269626,,1,Treponema medium
gcald,gcald,media,Other,Early_CRC,0.09924844008322872,,1,Aeromonas media
Fucose,fuc_L,ovatus,Other,Early_CRC,0.09608617882689663,0.28225780586731436,21,Bacteroides ovatus
Xylose,xyl_D,uniformis,Other,Early_CRC,0.09348716271070145,0.07552680114911736,32,Bacteroides uniformis
Galactose,gal,intestinihominis,Other,Early_CRC,0.09303770702585457,,1,intestinihominis
Galactose,gal,funiformis,Other,Early_CRC,0.09281829046396334,0.001450771770369901,2,Megamonas funiformis
Propionate,ppa,graevenitzii,SCFA,Early_CRC,0.08866493189499829,0.05031925725414016,2,Actinomyces graevenitzii
Formate,for,funiformis,Other,Early_CRC,0.08829780276144811,0.05614643427879254,6,Megamonas funiformis
Formate,for,wadsworthia,Other,Early_CRC,0.08807101769281434,,1,Bilophila wadsworthia
gcald,gcald,goldsteinii,Other,Early_CRC,0.0875649125791764,0.06608581120048417,21,Parabacteroides goldsteinii
Urea,urea,virosa,Other,Early_CRC,0.08487911294746449,0.005770805247710294,2,Butyricimonas virosa
Succinate,succ,cylindroides,Other,Early_CRC,0.08481040160537151,0.05059195536703029,2,Faecalitalea cylindroides
Glucuronate,glcur,cellulosilyticus,Other,Early_CRC,0.08388499746001574,0.10269958990621932,4,Bacteroides cellulosilyticus
Formate,for,glucuronolyticum,Other,Early_CRC,0.08197976385229121,,1,Corynebacterium glucuronolyticum
Maltose,malt,uniformis,Other,Early_CRC,0.08098487142059309,0.08103409060535319,33,Bacteroides uniformis
Folate,fol,medium,Other,Early_CRC,0.0801343129906873,0.024830017643237775,2,Treponema medium
Xylose,xyl_D,thetaiotaomicron,Other,Early_CRC,0.07758806782932154,0.10682142616204003,26,Bacteroides thetaiotaomicron
2obut,2obut,bifidum,Other,Early_CRC,0.07394014257360122,0.05230199705873328,4,Bifidobacterium bifidum
Oxalate,oxa,medium,Other,Early_CRC,0.07365579317044096,0.0015384018686278528,2,Treponema medium
2obut,2obut,elsdenii,Other,Early_CRC,0.0721166545875778,,1,Megasphaera elsdenii
hista,hista,medium,Other,Early_CRC,0.07133009369549326,0.04774199558870753,8,Treponema medium
2obut,2obut,funiformis,Other,Early_CRC,0.07102797479016075,0.04037034717470955,4,Megamonas funiformis
mqn8,mqn8,medium,Other,Early_CRC,0.07060414531238055,0.09060164002301864,13,Treponema medium
Propionate,ppa,rohdei,SCFA,Early_CRC,0.07045487987386423,,1,Yersinia rohdei
Glycerol,glyc,gelidum,Other,Early_CRC,0.06780420781643581,,1,Leuconostoc gelidum
2obut,2obut,stercorea,Other,Early_CRC,0.06775963927843873,0.05564125847537286,18,Prevotella stercorea
Glycerol,glyc,putredinis,Other,Early_CRC,0.06775558778425875,0.08787119497678691,28,Alistipes putredinis
Nicotinate,nac,oleiciplenus,Other,Early_CRC,0.06498536912339638,0.034435994677252224,42,Bacteroides oleiciplenus
malttr,malttr,uniformis,Other,Early_CRC,0.06473446044381603,0.08243595980811345,18,Bacteroides uniformis
Nicotinate,nac,laneus,Other,Early_CRC,0.06279726517106715,,1,Odoribacter laneus
Proline,pro_L,parvirubra,Amino Acid,Early_CRC,0.05918304302671571,0.004084385769305446,2,Sutterella parvirubra
Thymidine,thymd,intestinihominis,Other,Early_CRC,0.057411519173910075,0.04109694459054008,2,intestinihominis
apio_D,apio_D,ovatus,Other,Early_CRC,0.054566654757131516,0.0677571276395562,12,Bacteroides ovatus
glyb,glyb,medium,Other,Early_CRC,0.05390309625242225,,1,Treponema medium
gcald,gcald,rohdei,Other,Early_CRC,0.05284115990541263,,1,Yersinia rohdei
Glucuronate,glcur,longum,Other,Early_CRC,0.05278706301591967,0.06386414057233702,7,longum
gcald,gcald,striatum,Other,Early_CRC,0.052734974360287984,,1,Corynebacterium striatum
Hypoxanthine,hxan,parvula,Other,Early_CRC,0.05190953181725454,0.03032581191180997,2,parvula
Adenosine,adn,putredinis,Other,Early_CRC,0.049325575817181326,0.06396959176000619,28,Alistipes putredinis
Glucuronate,glcur,ovatus,Other,Early_CRC,0.04310431595434435,0.07803554211392759,21,Bacteroides ovatus
Formate,for,excrementihominis,Other,Early_CRC,0.04286821546653807,0.0045182723552087715,3,Parasutterella excrementihominis
Rhamnose,rmn,cellulosilyticus,Other,Early_CRC,0.04252961109875031,0.0668374726852476,8,Bacteroides cellulosilyticus
4hphac,4hphac,medium,Other,Early_CRC,0.041301474715059745,0.009707889400955495,2,Treponema medium
lmn2,lmn2,uniformis,Other,Early_CRC,0.03762112662155204,0.0078081181906000255,2,Bacteroides uniformis
btd_RR,btd_RR,medium,Other,Early_CRC,0.03704666260742892,,1,Treponema medium
2omfuc,2omfuc,ovatus,Other,Early_CRC,0.03637776983808768,0.0451714184263708,12,Bacteroides ovatus
2omxyl,2omxyl,ovatus,Other,Early_CRC,0.03637776983808768,0.0451714184263708,12,Bacteroides ovatus
3ddlhept,3ddlhept,ovatus,Other,Early_CRC,0.03637776983808768,0.0451714184263708,12,Bacteroides ovatus
kdo,kdo,ovatus,Other,Early_CRC,0.03637776983808768,0.0451714184263708,12,Bacteroides ovatus
Succinate,succ,intestini,Other,Early_CRC,0.03552925825796313,0.02652359213324956,6,intestini
Succinate,succ,excrementihominis,Other,Early_CRC,0.033114456670672206,0.018066494793802096,7,Parasutterella excrementihominis
Nicotinate,nac,goldsteinii,Other,Early_CRC,0.032865353091638905,0.02856118624656342,27,Parabacteroides goldsteinii
Glucuronate,glcur,thetaiotaomicron,Other,Early_CRC,0.032388238644418234,0.058583019762585065,38,Bacteroides thetaiotaomicron
apio_D,apio_D,thetaiotaomicron,Other,Early_CRC,0.03224012034769617,0.05865480973116317,38,Bacteroides thetaiotaomicron
Oxygen,o2,stercorihominis,Other,Early_CRC,0.03187691241370544,,1,Anaerofustis stercorihominis
Indole,indole,medium,Other,Early_CRC,0.03185267345388443,0.025046507076890493,2,Treponema medium
Lcystin,Lcystin,medium,Other,Early_CRC,0.03123622621458534,,1,Treponema medium
Glycerol,glyc,glucuronolyticum,Other,Early_CRC,0.029554787132007928,,1,Corynebacterium glucuronolyticum
Oxygen,o2,putredinis,Other,Early_CRC,0.02793818906495345,0.023392315577952006,12,Alistipes putredinis
gcald,gcald,glucuronolyticum,Other,Early_CRC,0.027326587950763738,,1,Corynebacterium glucuronolyticum
Glucuronate,glcur,merdae,Other,Early_CRC,0.027067979374812978,0.029063939013179822,2,merdae
isocapr,isocapr,medium,Other,Early_CRC,0.026581738347125277,,1,Treponema medium
Deoxyadenosine,dad_2,copri,Other,Early_CRC,0.025701341137722464,,1,Prevotella copri
Guanosine,gsn,copri,Other,Early_CRC,0.02570134113769054,,1,Prevotella copri
Formate,for,dentocariosa,Other,Early_CRC,0.02537900581176834,,1,Rothia dentocariosa
Urea,urea,splanchnicus,Other,Early_CRC,0.025259377484622775,0.025101879368802815,26,Odoribacter splanchnicus
Formate,for,albensis,Other,Early_CRC,0.022367103765429608,,1,Prevotella albensis
pcresol,pcresol,medium,Other,Early_CRC,0.021616891322167972,,1,Treponema medium
2omfuc,2omfuc,thetaiotaomicron,Other,Early_CRC,0.021493413565130782,0.03910320648744211,38,Bacteroides thetaiotaomicron
2omxyl,2omxyl,thetaiotaomicron,Other,Early_CRC,0.021493413565130782,0.03910320648744211,38,Bacteroides thetaiotaomicron
3ddlhept,3ddlhept,thetaiotaomicron,Other,Early_CRC,0.021493413565130782,0.03910320648744211,38,Bacteroides thetaiotaomicron
kdo,kdo,thetaiotaomicron,Other,Early_CRC,0.021493413565130782,0.03910320648744211,38,Bacteroides thetaiotaomicron
Glutathione (oxidized),gthox,medium,Other,Early_CRC,0.02094893387964747,0.0063304984733775285,2,Treponema medium
Oxygen,o2,distasonis,Other,Early_CRC,0.020209390754732888,0.0019472530652173787,9,Parabacteroides distasonis
Oxygen,o2,fragilis,Other,Early_CRC,0.018830473061400663,0.0012108637146973453,3,fragilis
Oxygen,o2,bifidum,Other,Early_CRC,0.018485035643400306,0.013075499264683337,4,Bifidobacterium bifidum
acerA,acerA,ovatus,Other,Early_CRC,0.01818888491904384,0.0225857092131854,12,Bacteroides ovatus
Oxygen,o2,splanchnicus,Other,Early_CRC,0.016754180423370277,0.017800209590050235,30,Odoribacter splanchnicus
isoval,isoval,medium,Other,Early_CRC,0.013290869173562639,,1,Treponema medium
levanb,levanb,cellulosilyticus,Other,Early_CRC,0.01299800440435206,,1,Bacteroides cellulosilyticus
L-Arabinose,arab_L,uniformis,Other,Early_CRC,0.011377926821098871,0.01647101609000947,34,Bacteroides uniformis
Fucose,fuc_L,thetaiotaomicron,Other,Early_CRC,0.011166494180391591,0.016395744828099666,16,Bacteroides thetaiotaomicron
5mthf,5mthf,medium,Other,Early_CRC,0.011077361709426992,,1,Treponema medium
acerA,acerA,thetaiotaomicron,Other,Early_CRC,0.010746706782565391,0.019551603243721054,38,Bacteroides thetaiotaomicron
meoh,meoh,medium,Other,Early_CRC,0.009660681211180133,,1,Treponema medium
Oxygen,o2,intestini,Other,Early_CRC,0.00821838582769029,0.007294734499395822,7,intestini
Tetradecanoate,ttdca,copri,Other,Early_CRC,0.008115454528619651,,1,Prevotella copri
Fucose,fuc_L,uniformis,Other,Early_CRC,0.008026843971753397,0.0073348987435006225,31,Bacteroides uniformis
Nicotinate,nac,putredinis,Other,Early_CRC,0.006567905634045743,0.008517817281668564,28,Alistipes putredinis
Urea,urea,putredinis,Other,Early_CRC,0.006567905634045743,0.008517817281668564,28,Alistipes putredinis
Glycerol,glyc,tanakaei,Other,Early_CRC,0.006248531489778563,,1,Collinsella tanakaei
Malate,mal_L,medium,Other,Early_CRC,0.005455470045702705,,1,Treponema medium
Acetoacetate,acac,medium,Other,Early_CRC,0.005093828373141827,,1,Treponema medium
2obut,2obut,tanakaei,Other,Early_CRC,0.003851627477603602,,1,Collinsella tanakaei
