Species,Metabolite,kegg_id,genus,E1_shap_stable,E2_spearman,E3_kegg,E4_glasso,E5_mofa,E6_mediation,E7_within_stage,Evidence_score,Confidence,pathway
Aphodousia sp900553105,C00398_Tryptamine,C00398,Aphodousia,False,False,False,False,True,False,False,1,Low-Medium (1),Indole / Tryptophan
CAG-1427 sp900542265,C00398_Tryptamine,C00398,CAG-1427,False,False,False,False,True,False,False,1,Low-Medium (1),Indole / Tryptophan
UBA1685 sp900546845,C00134_Putrescine,C00134,UBA1685,False,True,False,False,False,False,False,1,Low-Medium (1),Polyamine
Actinomyces sp900323545,C00398_Tryptamine,C00398,Actinomyces,False,False,False,False,True,False,False,1,Low-Medium (1),Indole / Tryptophan
Faecivivens stercoravium,C00431_5-Aminovalerate,C00431,Faecivivens,False,True,False,False,False,False,False,1,Low-Medium (1),Other
Faecalibacterium prausnitzii_G,C00398_Tryptamine,C00398,Faecalibacterium,False,False,False,False,True,False,False,1,Low-Medium (1),Indole / Tryptophan
Sediminibacterium sp902168225,C00398_Tryptamine,C00398,Sediminibacterium,False,False,False,False,True,False,False,1,Low-Medium (1),Indole / Tryptophan
CAG-170 sp000432135,C02714_N-Acetylputrescine,C02714,CAG-170,False,True,False,False,False,False,False,1,Low-Medium (1),Other
Roseburia inulinivorans,C02714_N-Acetylputrescine,C02714,Roseburia,False,False,False,False,True,False,False,1,Low-Medium (1),Other
Agathobacter sp900546625,C02714_N-Acetylputrescine,C02714,Agathobacter,False,False,False,False,True,False,False,1,Low-Medium (1),Other
Agathobacter faecis,C02714_N-Acetylputrescine,C02714,Agathobacter,False,False,False,False,True,False,False,1,Low-Medium (1),Other
Agathobacter rectalis,C02714_N-Acetylputrescine,C02714,Agathobacter,False,False,False,False,True,False,False,1,Low-Medium (1),Other
Faecalibacterium prausnitzii_C,C02714_N-Acetylputrescine,C02714,Faecalibacterium,False,False,False,False,True,False,False,1,Low-Medium (1),Other
Lachnospira rogosae_A,C02714_N-Acetylputrescine,C02714,Lachnospira,False,False,False,False,True,False,False,1,Low-Medium (1),Other
Agathobacter sp900317585,C02714_N-Acetylputrescine,C02714,Agathobacter,False,False,False,False,True,False,False,1,Low-Medium (1),Other
Gemmiger formicilis,C02714_N-Acetylputrescine,C02714,Gemmiger,False,False,False,False,True,False,False,1,Low-Medium (1),Other
Faecalibacterium prausnitzii_G,C02714_N-Acetylputrescine,C02714,Faecalibacterium,False,False,False,False,True,False,False,1,Low-Medium (1),Other
CAG-103 sp900543625,C08277_Sebacate,C08277,CAG-103,False,True,False,False,False,False,False,1,Low-Medium (1),Other
Roseburia inulinivorans,C00134_Putrescine,C00134,Roseburia,False,False,False,False,True,False,False,1,Low-Medium (1),Polyamine
Agathobacter sp900546625,C00134_Putrescine,C00134,Agathobacter,False,False,False,False,True,False,False,1,Low-Medium (1),Polyamine
Agathobacter faecis,C00134_Putrescine,C00134,Agathobacter,False,False,False,False,True,False,False,1,Low-Medium (1),Polyamine
Agathobacter rectalis,C00134_Putrescine,C00134,Agathobacter,False,False,False,False,True,False,False,1,Low-Medium (1),Polyamine
Faecalibacterium prausnitzii_C,C00134_Putrescine,C00134,Faecalibacterium,False,False,False,False,True,False,False,1,Low-Medium (1),Polyamine
Lachnospira rogosae_A,C00134_Putrescine,C00134,Lachnospira,False,False,False,False,True,False,False,1,Low-Medium (1),Polyamine
Agathobacter sp900317585,C00134_Putrescine,C00134,Agathobacter,False,False,False,False,True,False,False,1,Low-Medium (1),Polyamine
Gemmiger formicilis,C00134_Putrescine,C00134,Gemmiger,False,False,False,False,True,False,False,1,Low-Medium (1),Polyamine
Faecalibacterium prausnitzii_G,C00134_Putrescine,C00134,Faecalibacterium,False,False,False,False,True,False,False,1,Low-Medium (1),Polyamine
Lachnospira sp000436475,C00134_Putrescine,C00134,Lachnospira,False,False,False,False,True,False,False,1,Low-Medium (1),Polyamine
Roseburia inulinivorans,C01744_3-(4-Hydroxyphenyl)propionate,C01744,Roseburia,False,False,False,False,True,False,False,1,Low-Medium (1),Other
Agathobacter sp900546625,C01744_3-(4-Hydroxyphenyl)propionate,C01744,Agathobacter,False,False,False,False,True,False,False,1,Low-Medium (1),Other
Agathobacter faecis,C01744_3-(4-Hydroxyphenyl)propionate,C01744,Agathobacter,False,False,False,False,True,False,False,1,Low-Medium (1),Other
Agathobacter rectalis,C01744_3-(4-Hydroxyphenyl)propionate,C01744,Agathobacter,False,False,False,False,True,False,False,1,Low-Medium (1),Other
Faecalibacterium prausnitzii_C,C01744_3-(4-Hydroxyphenyl)propionate,C01744,Faecalibacterium,False,False,False,False,True,False,False,1,Low-Medium (1),Other
Lachnospira rogosae_A,C01744_3-(4-Hydroxyphenyl)propionate,C01744,Lachnospira,False,False,False,False,True,False,False,1,Low-Medium (1),Other
Agathobacter sp900317585,C01744_3-(4-Hydroxyphenyl)propionate,C01744,Agathobacter,False,False,False,False,True,False,False,1,Low-Medium (1),Other
Gemmiger formicilis,C01744_3-(4-Hydroxyphenyl)propionate,C01744,Gemmiger,False,False,False,False,True,False,False,1,Low-Medium (1),Other
Faecalibacterium prausnitzii_G,C01744_3-(4-Hydroxyphenyl)propionate,C01744,Faecalibacterium,False,False,False,False,True,False,False,1,Low-Medium (1),Other
Lachnospira sp000436475,C01744_3-(4-Hydroxyphenyl)propionate,C01744,Lachnospira,False,False,False,False,True,False,False,1,Low-Medium (1),Other
Roseburia inulinivorans,C08277_Sebacate,C08277,Roseburia,False,False,False,False,True,False,False,1,Low-Medium (1),Other
Agathobacter sp900546625,C08277_Sebacate,C08277,Agathobacter,False,False,False,False,True,False,False,1,Low-Medium (1),Other
Agathobacter faecis,C08277_Sebacate,C08277,Agathobacter,False,False,False,False,True,False,False,1,Low-Medium (1),Other
Agathobacter rectalis,C08277_Sebacate,C08277,Agathobacter,False,False,False,False,True,False,False,1,Low-Medium (1),Other
Faecalibacterium prausnitzii_C,C08277_Sebacate,C08277,Faecalibacterium,False,False,False,False,True,False,False,1,Low-Medium (1),Other
Lachnospira rogosae_A,C08277_Sebacate,C08277,Lachnospira,False,False,False,False,True,False,False,1,Low-Medium (1),Other
Agathobacter sp900317585,C08277_Sebacate,C08277,Agathobacter,False,False,False,False,True,False,False,1,Low-Medium (1),Other
Avispirillum faecium,C00431_5-Aminovalerate,C00431,Avispirillum,False,True,False,False,False,False,False,1,Low-Medium (1),Other
Faecalibacterium prausnitzii_G,C08277_Sebacate,C08277,Faecalibacterium,False,False,False,False,True,False,False,1,Low-Medium (1),Other
Lachnospira sp000436475,C08277_Sebacate,C08277,Lachnospira,False,False,False,False,True,False,False,1,Low-Medium (1),Other
Roseburia inulinivorans,C00245_Taurine,C00245,Roseburia,False,False,False,False,True,False,False,1,Low-Medium (1),Other
Agathobacter sp900546625,C00245_Taurine,C00245,Agathobacter,False,False,False,False,True,False,False,1,Low-Medium (1),Other
Agathobacter faecis,C00245_Taurine,C00245,Agathobacter,False,False,False,False,True,False,False,1,Low-Medium (1),Other
Agathobacter rectalis,C00245_Taurine,C00245,Agathobacter,False,False,False,False,True,False,False,1,Low-Medium (1),Other
Faecalibacterium prausnitzii_C,C00245_Taurine,C00245,Faecalibacterium,False,False,False,False,True,False,False,1,Low-Medium (1),Other
Lachnospira rogosae_A,C00245_Taurine,C00245,Lachnospira,False,False,False,False,True,False,False,1,Low-Medium (1),Other
Agathobacter sp900317585,C00245_Taurine,C00245,Agathobacter,False,False,False,False,True,False,False,1,Low-Medium (1),Other
Gemmiger formicilis,C00245_Taurine,C00245,Gemmiger,False,False,False,False,True,False,False,1,Low-Medium (1),Other
Faecalibacterium prausnitzii_G,C00245_Taurine,C00245,Faecalibacterium,False,False,False,False,True,False,False,1,Low-Medium (1),Other
Lachnospira sp000436475,C00245_Taurine,C00245,Lachnospira,False,False,False,False,True,False,False,1,Low-Medium (1),Other
Roseburia inulinivorans,C06103_6-Hydroxyhexanoate,C06103,Roseburia,False,False,False,False,True,False,False,1,Low-Medium (1),Other
Agathobacter sp900546625,C06103_6-Hydroxyhexanoate,C06103,Agathobacter,False,False,False,False,True,False,False,1,Low-Medium (1),Other
Agathobacter faecis,C06103_6-Hydroxyhexanoate,C06103,Agathobacter,False,False,False,False,True,False,False,1,Low-Medium (1),Other
Agathobacter rectalis,C06103_6-Hydroxyhexanoate,C06103,Agathobacter,False,False,False,False,True,False,False,1,Low-Medium (1),Other
Faecalibacterium prausnitzii_C,C06103_6-Hydroxyhexanoate,C06103,Faecalibacterium,False,False,False,False,True,False,False,1,Low-Medium (1),Other
Lachnospira rogosae_A,C06103_6-Hydroxyhexanoate,C06103,Lachnospira,False,False,False,False,True,False,False,1,Low-Medium (1),Other
UBA5905 sp900763035,C02656_Pimelate,C02656,UBA5905,False,True,False,False,False,False,False,1,Low-Medium (1),Other
ER4 sp900552015,C05629_3-Phenylpropionate,C05629,ER4,False,True,False,False,False,False,False,1,Low-Medium (1),Other
Alistipes shahii,"C03283_2,4-Diaminobutyrate",C03283,Alistipes,False,True,False,False,False,False,False,1,Low-Medium (1),Other
Acetatifactor intestinalis,C00695_Cholate,C00695,Acetatifactor,False,True,False,False,False,False,False,1,Low-Medium (1),Bile Acid
Acetatifactor sp003447295,C02714_N-Acetylputrescine,C02714,Acetatifactor,False,True,False,False,False,False,False,1,Low-Medium (1),Other
ER4 sp900552015,C02678_Dodecanedioate,C02678,ER4,False,True,False,False,False,False,False,1,Low-Medium (1),Other
Avispirillum faecium,C00134_Putrescine,C00134,Avispirillum,False,True,False,False,False,False,False,1,Low-Medium (1),Polyamine
Faecousia sp003525905,C08277_Sebacate,C08277,Faecousia,False,True,False,False,False,False,False,1,Low-Medium (1),Other
ER4 sp000765235,C08277_Sebacate,C08277,ER4,False,True,False,False,False,False,False,1,Low-Medium (1),Other
Faecousia sp003525905,C02678_Dodecanedioate,C02678,Faecousia,False,True,False,False,False,False,False,1,Low-Medium (1),Other
Alistipes shahii,C08277_Sebacate,C08277,Alistipes,False,True,False,False,False,False,False,1,Low-Medium (1),Other
Alistipes shahii,C02678_Dodecanedioate,C02678,Alistipes,False,True,False,False,False,False,False,1,Low-Medium (1),Other
Faecousia sp003525905,"C03283_2,4-Diaminobutyrate",C03283,Faecousia,False,True,False,False,False,False,False,1,Low-Medium (1),Other
ER4 sp000765235,C00134_Putrescine,C00134,ER4,False,True,False,False,False,False,False,1,Low-Medium (1),Polyamine
Acetatifactor sp003447295,C05332_Phenethylamine,C05332,Acetatifactor,False,True,False,False,False,False,False,1,Low-Medium (1),Other
Acetatifactor sp003447295,C02678_Dodecanedioate,C02678,Acetatifactor,False,True,False,False,False,False,False,1,Low-Medium (1),Other
Acetatifactor intestinalis,C02678_Dodecanedioate,C02678,Acetatifactor,False,True,False,False,False,False,False,1,Low-Medium (1),Other
Gemmiger formicilis,C06103_6-Hydroxyhexanoate,C06103,Gemmiger,False,False,False,False,True,False,False,1,Low-Medium (1),Other
Faecalibacterium prausnitzii_G,C06103_6-Hydroxyhexanoate,C06103,Faecalibacterium,False,False,False,False,True,False,False,1,Low-Medium (1),Other
Lachnospira sp000436475,C06103_6-Hydroxyhexanoate,C06103,Lachnospira,False,False,False,False,True,False,False,1,Low-Medium (1),Other
Agathobacter sp900546625,C11284_3-Indolebutyrate,C11284,Agathobacter,False,False,False,False,True,False,False,1,Low-Medium (1),Other
Agathobacter faecis,C11284_3-Indolebutyrate,C11284,Agathobacter,False,False,False,False,True,False,False,1,Low-Medium (1),Other
Agathobacter rectalis,C11284_3-Indolebutyrate,C11284,Agathobacter,False,False,False,False,True,False,False,1,Low-Medium (1),Other
Faecalibacterium prausnitzii_C,C11284_3-Indolebutyrate,C11284,Faecalibacterium,False,False,False,False,True,False,False,1,Low-Medium (1),Other
Lachnospira rogosae_A,C11284_3-Indolebutyrate,C11284,Lachnospira,False,False,False,False,True,False,False,1,Low-Medium (1),Other
Agathobacter sp900317585,C11284_3-Indolebutyrate,C11284,Agathobacter,False,False,False,False,True,False,False,1,Low-Medium (1),Other
Gemmiger formicilis,C11284_3-Indolebutyrate,C11284,Gemmiger,False,False,False,False,True,False,False,1,Low-Medium (1),Other
Faecalibacterium prausnitzii_G,C11284_3-Indolebutyrate,C11284,Faecalibacterium,False,False,False,False,True,False,False,1,Low-Medium (1),Other
Roseburia inulinivorans,C06104_Adipate,C06104,Roseburia,False,False,False,False,True,False,False,1,Low-Medium (1),Other
Agathobacter sp900546625,C06104_Adipate,C06104,Agathobacter,False,False,False,False,True,False,False,1,Low-Medium (1),Other
Agathobacter faecis,C06104_Adipate,C06104,Agathobacter,False,False,False,False,True,False,False,1,Low-Medium (1),Other
ER4 sp000765235,C05629_3-Phenylpropionate,C05629,ER4,False,True,False,False,False,False,False,1,Low-Medium (1),Other
